City_ID,City,Country,Date,Latitude,Longitude,Cloudiness (%),Humidity (%),Max Temp (C),Wind Speed (mph)
280,jaque,PA,2023-02-07 17:36:52,7.5175,-78.1703,100,85,27.24,2.94
281,lyubar,UA,2023-02-07 17:36:52,49.9204,27.7592,35,98,-10.96,2.38
282,anadyr,RU,2023-02-07 17:36:53,64.75,177.4833,0,75,-31.72,5
283,port lincoln,AU,2023-02-07 17:36:53,-34.7333,135.8667,3,69,20.82,5.37
284,lexington,US,2023-02-07 17:35:21,37.9887,-84.4777,100,55,17,0.89
285,hvide sande,DK,2023-02-07 17:31:54,56.0045,8.1294,99,88,4.49,6.05
286,henties bay,NA,2023-02-07 17:36:54,-22.116,14.2845,51,85,18.92,2.28
287,bowen,AU,2023-02-07 17:35:50,-20.0167,148.2333,93,80,26.73,7.84
288,moses lake,US,2023-02-07 17:36:54,47.1301,-119.2781,100,66,8.2,6.17
289,quatre cocos,MU,2023-02-07 17:36:54,-20.2078,57.7625,35,82,26.06,6.58
290,requena,ES,2023-02-07 17:36:55,39.4883,-1.1004,99,86,0.84,1.72
291,katete,UG,2023-02-07 17:36:55,-0.7818,29.7544,89,54,18.48,1.94
292,teguldet,RU,2023-02-07 17:36:56,57.3064,88.1667,100,95,-11.32,3.01
293,buala,SB,2023-02-07 17:33:12,-8.145,159.5921,97,87,27.31,4.33
294,moose factory,CA,2023-02-07 17:36:56,51.2585,-80.6094,100,79,-9,6.69
295,tuatapere,NZ,2023-02-07 17:36:56,-46.1333,167.6833,66,63,12.54,6.63
296,hammerfest,NO,2023-02-07 17:36:57,70.6634,23.6821,40,100,0.25,7.2
297,viligili,,,,,,,,
298,codrington,AU,2023-02-07 17:36:57,-38.2667,141.9667,59,66,17.27,5.61
299,schwarzenberg,DE,2023-02-07 17:36:58,50.55,12.7833,4,90,-7.74,1.67
300,qaanaaq,GL,2023-02-07 17:36:58,77.484,-69.3632,89,65,-31.22,2.35
301,hami,CN,2023-02-07 17:36:58,42.8,93.45,100,55,0.34,1.26
302,narsaq,GL,2023-02-07 17:34:00,60.9167,-46.05,0,68,-18.88,3.05
303,umzimvubu,,,,,,,,
304,qaqortoq,GL,2023-02-07 17:36:59,60.7167,-46.0333,0,67,-25.15,3.28
305,mys shmidta,,,,,,,,
306,semporna,MY,2023-02-07 17:37:00,4.4818,118.6112,100,89,24.78,2.17
307,tautira,PF,2023-02-07 17:36:46,-17.7333,-149.15,0,65,26.53,2.29
308,zhigansk,RU,2023-02-07 17:37:00,66.7697,123.3711,96,99,-46.33,2.3
309,ust-koksa,RU,2023-02-07 17:37:01,50.2696,85.6108,93,96,-12.02,0.57
310,bystryy istok,RU,2023-02-07 17:37:01,52.371,84.3873,100,96,-9.17,2.15
311,rio gallegos,AR,2023-02-07 17:36:51,-51.6226,-69.2181,40,48,18.03,9.77
312,sungaipenuh,ID,2023-02-07 17:37:03,-2.0833,101.3833,97,60,17.18,0.76
313,mackay,AU,2023-02-07 17:37:04,-21.15,149.2,98,81,27.6,8.91
314,avera,US,2023-02-07 17:37:06,33.194,-82.5271,94,55,19.73,1.79
315,sinnamary,GF,2023-02-07 17:37:08,5.3833,-52.95,32,90,24.52,5.28
316,sibolga,ID,2023-02-07 17:37:08,1.7427,98.7792,100,73,23.06,2.17
317,moussoro,TD,2023-02-07 17:37:09,13.6408,16.4901,100,18,21.6,6.42
318,hamilton,US,2023-02-07 17:29:52,39.1834,-84.5333,100,80,13.01,4.12
319,goderich,CA,2023-02-07 17:33:38,43.7501,-81.7165,100,93,2.18,5.66
320,guerrero negro,MX,2023-02-07 17:35:40,27.9769,-114.0611,1,20,22,0.77
